budget,id,original_title,popularity,release_date,revenue,title,vote_average,vote_count,Collection,genres,ProdCompany_1,ProdCompany_2,ProdCompany_3,Character Name,Lead actor,Director,release_year,return,release_day
0.0,24170,Coeurs,0.977421,2006-11-22,0.0,Private Fears in Public Places,6.2,11.0,,"['Drama', 'Romance']",Soudaine Compagnie,,,Charlotte,Sabine Azéma,Alain Resnais,2006,0.0,miã©rcoles
0.0,20942,House of Bamboo,2.839764,1955-07-01,0.0,House of Bamboo,6.7,14.0,,"['Crime', 'Drama']",Twentieth Century Fox Film Corporation,,,Sandy Dawson,Robert Ryan,Samuel Fuller,1955,0.0,viernes
45000000.0,7737,Resident Evil: Extinction,3.009134,2007-09-20,148412065.0,Resident Evil: Extinction,6.1,1308.0,Resident Evil Collection,"['Horror', 'Action', 'Science Fiction']",Impact Pictures,Davis-Films,Constantin Film Produktion,Alice,Milla Jovovich,Russell Mulcahy,2007,3.298045888888889,jueves
22000000.0,13257,Mr. Woodcock,9.461012,2007-09-14,0.0,Mr. Woodcock,4.9,142.0,,"['Comedy', 'Romance']",Avery Pix,Landscape Entertainment,,Jasper Woodcock,Billy Bob Thornton,Craig Gillespie,2007,0.0,viernes
25000000.0,10030,Good Luck Chuck,7.456047,2007-09-21,59192128.0,Good Luck Chuck,5.6,454.0,,['Comedy'],Lionsgate,Karz Entertainment,Province of British Columbia Production Services Tax Credit,Dr. Charlie Logan,Dane Cook,Mark Helfrich,2007,2.36768512,viernes
15000000.0,5915,Into the Wild,15.423538,2007-09-11,56255142.0,Into the Wild,7.8,3139.0,,"['Adventure', 'Drama']",Paramount Vantage,River Road Entertainment,Art Linson Productions,Christopher McCandless,Emile Hirsch,Sean Penn,2007,3.7503428,martes
22000000.0,13680,The Game Plan,9.627676,2007-09-28,147880543.0,The Game Plan,6.0,434.0,,"['Comedy', 'Family']",Walt Disney Pictures,Mayhem Pictures,Monkey Dance Productions,Joe Kingman,Dwayne Johnson,Andy Fickman,2007,6.721842863636364,viernes
15000000.0,4588,色‧戒,6.96177,2007-09-28,0.0,"Lust, Caution",6.8,177.0,,"['Action', 'Drama', 'Romance', 'Thriller']",River Road Entertainment,Focus Features,Haishang Films,Herr Yi,Tony Leung Chiu-Wai,Ang Lee,2007,0.0,viernes
0.0,14313,Feast of Love,5.993691,2007-09-28,5741608.0,Feast of Love,5.9,53.0,,"['Comedy', 'Drama', 'Romance']",Lakeshore Entertainment,Revelations Entertainment,Greenestreet Films,Harry Stevenson,Morgan Freeman,Robert Benton,2007,0.0,viernes
0.0,2728,Postal,13.441185,2007-08-11,0.0,Postal,4.6,94.0,,"['Action', 'Comedy']",Running With Scissors,Vivendi Entertainment,,Dude,Zack Ward,Uwe Boll,2007,0.0,sã¡bado
0.0,2274,The Seeker: The Dark Is Rising,6.627076,2007-10-05,0.0,The Seeker: The Dark Is Rising,4.8,111.0,,"['Adventure', 'Drama', 'Fantasy', 'Family', 'Thriller']",Twentieth Century Fox Film Corporation,Marc Platt Productions,Walden Media,Merriman Lyon,Ian McShane,David L. Cunningham,2007,0.0,viernes
60000000.0,9038,The Heartbreak Kid,9.149612,2007-10-05,127766650.0,The Heartbreak Kid,5.7,414.0,,['Comedy'],Conundrum Entertainment,Davis Entertainment,DreamWorks Pictures,Eddie Cantrow,Ben Stiller,Bobby Farrelly,2007,2.1294441666666666,viernes
25000000.0,7211,Dan in Real Life,8.936547,2007-10-26,68377859.0,Dan in Real Life,6.5,363.0,,"['Comedy', 'Romance', 'Drama']",Touchstone Pictures,Focus Features,Jon Shestack Productions,Dan Burns,Steve Carell,Peter Hedges,2007,2.73511436,viernes
16000000.0,4538,The Darjeeling Limited,6.493474,2007-09-29,24377151.0,The Darjeeling Limited,7.1,876.0,,"['Adventure', 'Drama', 'Comedy']",Fox Searchlight Pictures,Scott Rudin Productions,,Francis,Owen Wilson,Wes Anderson,2007,1.5235719375,sã¡bado
21000000.0,2001,We Own the Night,7.572144,2007-05-25,54926886.0,We Own the Night,6.5,327.0,,"['Drama', 'Crime', 'Thriller']",Columbia Pictures,Industry Entertainment,2929 Productions,Bobby Green,Joaquin Phoenix,James Gray,2007,2.615566,viernes
55000000.0,4517,Elizabeth: The Golden Age,7.608243,2007-09-09,74237563.0,Elizabeth: The Golden Age,6.6,310.0,Elizabeth Collection,"['Drama', 'History', 'Romance']",Universal Pictures,StudioCanal,Working Title Films,Elizabeth I,Cate Blanchett,Shekhar Kapur,2007,1.3497738727272728,domingo
25000000.0,4566,Michael Clayton,7.857078,2007-09-28,92991835.0,Michael Clayton,6.6,508.0,,"['Drama', 'Mystery', 'Crime']",Castle Rock Entertainment,Mirage Enterprises,Section Eight Productions,Michael Clayton,George Clooney,Tony Gilroy,2007,3.7196734,viernes
0.0,4520,Sleuth,7.612498,2007-10-12,342835.0,Sleuth,6.4,154.0,Sleuth Collection,"['Drama', 'Thriller']",Sony Pictures Classics,Castle Rock Entertainment,Timnick Films,Andrew Wyke,Michael Caine,Kenneth Branagh,2007,0.0,viernes
12000000.0,6615,Lars and the Real Girl,8.025118,2007-10-12,11293663.0,Lars and the Real Girl,7.1,517.0,,"['Comedy', 'Romance', 'Drama']",Sidney Kimmel Entertainment,Metro-Goldwyn-Mayer (MGM),Lars Productions,Lars Lindstrom,Ryan Gosling,Craig Gillespie,2007,0.9411385833333332,viernes
30000000.0,4513,30 Days of Night,8.764548,2007-10-17,75505973.0,30 Days of Night,6.2,784.0,30 Days of Night Collection,"['Horror', 'Thriller']",Columbia Pictures,Dark Horse Entertainment,Ghost House Pictures,Eben Oleson,Josh Hartnett,David Slade,2007,2.5168657666666667,miã©rcoles
27500000.0,5125,Rendition,13.482558,2007-09-07,24748670.0,Rendition,6.2,207.0,,"['Drama', 'Thriller']",Anonymous Content,Level 1 Entertainment,MID Foundation,Anwar El-Ibrahimi,Omar Metwally,Gavin Hood,2007,0.8999516363636364,viernes
16000000.0,3877,Things We Lost in the Fire,11.446274,2007-09-26,2849142.0,Things We Lost in the Fire,6.7,90.0,,['Drama'],DreamWorks SKG,Neal Street Productions,DreamWorks Pictures,Audrey Burke,Halle Berry,Susanne Bier,2007,0.178071375,miã©rcoles
0.0,8954,Reservation Road,4.368639,2007-09-13,0.0,Reservation Road,6.6,78.0,,"['Drama', 'Crime', 'Thriller']",Nick Wechsler/Miracle Pictures,Volume One Entertainment,,Ethan Learner,Joaquin Phoenix,Terry George,2007,0.0,jueves
19000000.0,4771,Gone Baby Gone,6.148516,2007-10-19,34619699.0,Gone Baby Gone,7.2,1034.0,,"['Crime', 'Drama', 'Mystery']",Miramax Films,The Ladd Company,,Patrick Kenzie,Casey Affleck,Ben Affleck,2007,1.8220894210526315,viernes
15000000.0,10759,The Comebacks,3.324966,2007-10-19,0.0,The Comebacks,4.9,45.0,,['Comedy'],Fox Atomic,,,Freddie Wiseman/Narrator,Carl Weathers,Tom Brady,2007,0.0,viernes
0.0,14251,Weirdsville,1.817658,2007-10-12,0.0,Weirdsville,6.3,19.0,,"['Drama', 'Action', 'Comedy']",,,,Dexter,Scott Speedman,Allan Moyle,2007,0.0,viernes
0.0,14848,The Dog Problem,1.852095,2006-09-11,0.0,The Dog Problem,6.1,19.0,,"['Comedy', 'Romance']",,,,Solo,Giovanni Ribisi,Scott Caan,2006,0.0,lunes
0.0,14930,Relative Strangers,2.219063,2006-05-01,0.0,Relative Strangers,5.4,20.0,,['Comedy'],Gordonstreet Pictures,Equity Pictures Medienfonds GmbH & Co. KG,Garlin Pictures,Frank Menure,Danny DeVito,Greg Glienna,2006,0.0,lunes
0.0,9773,Alien Autopsy,11.409916,2006-04-07,0.0,Alien Autopsy,5.8,49.0,,"['Comedy', 'Science Fiction']",Qwerty Films,Ealing Studios,Fragile Films,Ray Santilli,Declan Donnelly,Jonny Campbell,2006,0.0,viernes
0.0,13538,Straightheads,5.112618,2007-04-27,0.0,Straightheads,5.1,41.0,,['Thriller'],Ingenious Film Partners,Screen West Midlands,UK Film Council,Alice,Gillian Anderson,Dan Reed,2007,0.0,viernes
0.0,18421,İklimler,2.145564,2006-09-07,0.0,Climates,6.5,18.0,,['Drama'],Pyramide Films,Imaj,Co Production,Bahar,Ebru Ceylan,Nuri Bilge Ceylan,2006,0.0,jueves
30000000.0,4512,The Assassination of Jesse James by the Coward Robert Ford,10.111313,2007-09-02,14711793.0,The Assassination of Jesse James by the Coward Robert Ford,7.0,792.0,,"['Action', 'Drama', 'Western']",Plan B Entertainment,Virtual Studios,Scott Free Productions,Jesse James,Brad Pitt,Andrew Dominik,2007,0.4903931,domingo
0.0,84972,Chronique d'un été,0.405373,1961-10-20,0.0,Chronicle of a Summer,6.5,11.0,,['Documentary'],Argos Films,,,,Edgar Morin,Edgar Morin,1961,0.0,viernes
0.0,37954,The Breaking Point,1.826074,1950-10-06,0.0,The Breaking Point,7.0,11.0,,['Drama'],Warner Bros.,,,Harry Morgan,John Garfield,Michael Curtiz,1950,0.0,viernes
0.0,39893,The Nanny,1.433802,1965-10-27,0.0,The Nanny,6.4,23.0,,"['Drama', 'Thriller']",Seven Arts Productions,Hammer Film Productions,Associated British Picture Corporation,Nanny,Bette Davis,Seth Holt,1965,0.0,miã©rcoles
8000000.0,13197,10th & Wolf,3.034823,2006-02-19,143451.0,10th & Wolf,6.3,26.0,,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Thinkfilm,,,Tommy,James Marsden,Robert Moresco,2006,0.017931375,domingo
0.0,15048,בופור,2.449338,2007-02-02,0.0,Beaufort,7.0,13.0,,"['History', 'Drama']",Metro Communications,,,"Lieutenant Liraz 'Erez' Librati, bunker commander",Oshri Cohen,Joseph Cedar,2007,0.0,viernes
0.0,14041,Civic Duty,1.321251,2006-04-26,0.0,Civic Duty,6.2,13.0,,"['Action', 'Adventure', 'Drama', 'Thriller']",Splendid Film,,,Marla Allen,Kari Matchett,Jeff Renfroe,2006,0.0,miã©rcoles
0.0,9898,The Killing Floor,1.604539,2007-05-10,0.0,The Killing Floor,5.6,14.0,,"['Crime', 'Thriller']",,,,David Lamont,Marc Blucas,Gideon Raff,2007,0.0,jueves
0.0,1922,Irina Palm,2.350677,2007-02-13,0.0,Irina Palm,6.9,28.0,,['Drama'],Pallas Film,Samsa Film,IPSO Facto Films,Maggie,Marianne Faithfull,Sam Garbarski,2007,0.0,martes
0.0,41044,I'm Reed Fish,3.305844,2007-06-01,0.0,I'm Reed Fish,5.8,33.0,,"['Comedy', 'Romance']",,,,reed fish,Jay Baruchel,Zackary Adler,2007,0.0,viernes
0.0,84567,Between Heaven and Hell,0.866993,1956-10-11,0.0,Between Heaven and Hell,5.6,7.0,,"['Drama', 'Action', 'War']",,,,"Capt. 'Waco' Grimes, CO Co.G",Broderick Crawford,Richard Fleischer,1956,0.0,jueves
0.0,15669,The Final Season,1.053739,2007-10-12,0.0,The Final Season,5.2,14.0,,['Drama'],,,,Jim Van Scoyoc,Powers Boothe,David M. Evans,2007,0.0,viernes
7300000.0,2011,Persepolis,9.537501,2007-05-23,0.0,Persepolis,7.7,461.0,,"['Animation', 'Drama']",Sony Pictures Classics,Procirep,Soficinéma,Marjane adulte et adolescente (voice),Chiara Mastroianni,Vincent Paronnaud,2007,0.0,miã©rcoles
0.0,5708,Control,8.00969,2007-09-26,8159508.0,Control,7.5,206.0,,['Drama'],Becker International,Claraflora,EM Media,Ian Curtis,Sam Riley,Anton Corbijn,2007,0.0,miã©rcoles
0.0,5951,The Jane Austen Book Club,10.061477,2007-09-09,0.0,The Jane Austen Book Club,6.6,121.0,,"['Comedy', 'Drama', 'Romance']",Mockingbird Pictures,John Calley Productions,,Bernadette,Kathy Baker,Robin Swicord,2007,0.0,domingo
0.0,114033,...And the Pursuit of Happiness,0.139649,1986-01-01,0.0,...And the Pursuit of Happiness,8.3,3.0,,['Documentary'],Pretty Mouse Films,,,Narrator,Louis Malle,Louis Malle,1986,0.0,miã©rcoles
0.0,13319,Frostbiten,2.068292,2006-02-24,0.0,Frost Bite,5.7,21.0,,"['Comedy', 'Drama', 'Horror']",Cinepost Studios,,,Annika,Petra Nielsen,Anders Banke,2006,0.0,viernes
0.0,33688,Jonny Vang,0.195557,2003-02-14,0.0,Jonny Vang,6.0,5.0,,['Comedy'],,,,Jonny Vang,Aksel Hennie,Jens Lien,2003,0.0,viernes
0.0,20646,新・仁義の墓場,1.955441,2002-06-22,0.0,Graveyard of Honor,6.5,14.0,,"['Action', 'Crime', 'Foreign', 'Thriller']",,,,,Narimi Arimori,Takashi Miike,2002,0.0,sã¡bado
0.0,90374,"Wood & Stock: Sexo, Orégano e Rock'n'Roll",0.003852,2006-10-12,0.0,"Wood & Stock: Sexo, Orégano e Rock'n'Roll",0.0,0.0,,,,,,,Sepé Tiaraju,Otto Guerra,2006,0.0,jueves
0.0,18613,Fugitive Pieces,1.048087,2007-09-06,0.0,Fugitive Pieces,6.5,9.0,,['Drama'],Serendipity Point Films,The Harold Greenberg Fund,Cinegram,Athos,Rade Serbedzija,Jeremy Podeswa,2007,0.0,jueves
0.0,9911,Outlaw,2.719018,2007-03-09,0.0,Outlaw,5.2,47.0,,"['Action', 'Crime', 'Thriller']",Ingenious Film Partners,Vertigo Films,,Danny Bryant,Sean Bean,Nick Love,2007,0.0,viernes
0.0,27419,Les bonnes femmes,0.696824,1960-04-22,0.0,Les Bonnes Femmes,5.7,8.0,,"['Mystery', 'Drama', 'Romance']",Panitalia,Paris Film,,Jane,Bernadette Lafont,Claude Chabrol,1960,0.0,viernes
0.0,15667,The Last Winter,4.320642,2006-09-11,0.0,The Last Winter,5.6,58.0,,"['Horror', 'Thriller']",Glass Eye Pix,Zik Zak Kvikmyndir,Antidote Films,Ed Pollack,Ron Perlman,Larry Fessenden,2006,0.0,lunes
20000000.0,14753,Silk,4.193073,2007-09-14,0.0,Silk,5.6,56.0,,"['Drama', 'Romance']",Rhombus Media,,,Hélène Joncour,Keira Knightley,François Girard,2007,0.0,viernes
0.0,46067,"Mary, Queen of Scots",5.143399,1971-12-22,0.0,"Mary, Queen of Scots",6.7,12.0,,"['Drama', 'History']",Universal Pictures,,,"Mary, Queen of Scots",Vanessa Redgrave,Charles Jarrott,1971,0.0,miã©rcoles
0.0,50155,Can't Help Singing,0.2644,1944-12-25,0.0,Can't Help Singing,8.5,2.0,,"['Music', 'Western']",Universal Pictures,,,Caroline Frost,Deanna Durbin,Frank Ryan,1944,0.0,lunes
0.0,13066,I Want Someone to Eat Cheese With,1.270102,2006-01-01,0.0,I Want Someone to Eat Cheese With,5.7,12.0,,"['Comedy', 'Romance']",,,,James Aaron,Jeff Garlin,Jeff Garlin,2006,0.0,domingo
0.0,27827,Manufacturing Dissent,0.259428,2007-02-11,0.0,Manufacturing Dissent,4.5,6.0,,['Documentary'],Persistence of Vision Productions,,,Himself,Michael Moore,Debbie Melnyk ,2007,0.0,domingo
0.0,3603,Black Sheep,7.434577,2006-09-09,4947717.0,Black Sheep,5.7,201.0,,"['Horror', 'Comedy']",New Zealand Film Commission,Live Stock Films,,Henry Oldfield,Nathan Meister,Jonathan King,2006,0.0,sã¡bado
3800000.0,2014,Auf der anderen Seite,10.083019,2007-09-27,17804565.0,The Edge of Heaven,6.6,68.0,,['Drama'],Filmstiftung Nordrhein-Westfalen,Anka Film,Dorje Film,Nejat Aksu,Baki Davrak,Fatih Akin,2007,4.685411842105263,jueves
15000000.0,17202,Why Did I Get Married?,2.016044,2007-10-12,55184721.0,Why Did I Get Married?,6.1,33.0,Why Did I Get Married Collection,"['Comedy', 'Drama']",Lions Gate Films,,,Terry,Tyler Perry,Tyler Perry,2007,3.6789814,viernes
10000000.0,663,Saw IV,12.233863,2007-10-25,139352633.0,Saw IV,5.9,938.0,Saw Collection,"['Horror', 'Thriller', 'Crime']",Lions Gate Films,Twisted Pictures,,Jigsaw/John,Tobin Bell,Darren Lynn Bousman,2007,13.9352633,jueves
0.0,9262,My Mom's New Boyfriend,3.70379,2008-04-30,0.0,My Mom's New Boyfriend,5.4,64.0,,"['Action', 'Comedy', 'Romance']",3L Productions,,,Marthy Durand,Meg Ryan,George Gallo,2008,0.0,miã©rcoles
0.0,15651,For the Bible Tells Me So,1.032566,2007-10-05,312751.0,For the Bible Tells Me So,6.9,19.0,,['Documentary'],VisionQuest Productions,,,Herself,Imogene Robinson,Daniel G. Karslake ,2007,0.0,viernes
0.0,27276,双生児 GEMINI,2.108623,1999-09-15,0.0,Gemini,6.5,21.0,,"['Drama', 'Foreign', 'Fantasy', 'Horror']",Marubeni,,,Yukio Daitokuji / Sutekichi,Masahiro Motoki,Shinya Tsukamoto,1999,0.0,miã©rcoles
0.0,95560,The Monster Walks,0.136451,1932-02-10,0.0,The Monster Walks,4.0,3.0,,"['Horror', 'Thriller']",Ralph M. Like Productions,,,Dr. Ted Clayton,Rex Lease,Frank R. Strayer,1932,0.0,miã©rcoles
420000.0,25476,Scum,3.413463,1979-09-12,0.0,Scum,7.3,52.0,,"['Crime', 'Drama']",Berwick Street Productions,Boyd's Company,Kendon Films Ltd.,Carlin,Ray Winstone,Alan Clarke,1979,0.0,miã©rcoles
0.0,48301,少林搭棚大師,2.609107,1980-08-24,0.0,Return to the 36th Chamber,6.8,23.0,The 36th Chamber of Shaolin Collection,['Action'],Shaw Brothers,,,Chou Chun Chi,Gordon Liu Chia-Hui,Liu Chia-Liang,1980,0.0,domingo
0.0,29362,Full of It,5.569036,2007-03-01,0.0,Full of It,5.7,27.0,,"['Comedy', 'Family', 'Drama']",New Line Cinema,,,Sam,Ryan Pinkston,Christian Charles,2007,0.0,jueves
0.0,33931,The Sea Wolf,0.682129,1941-03-21,0.0,The Sea Wolf,7.2,10.0,,['Adventure'],Warner Bros.,,,'Wolf' Larsen,Edward G. Robinson,Michael Curtiz,1941,0.0,viernes
0.0,12646,Valhalla,1.588153,1986-05-12,0.0,Valhalla,6.9,8.0,,"['Adventure', 'Animation', 'Fantasy']",Metronome Productions,,,Thor (voice),Dick Kaysø,Peter Madsen,1986,0.0,lunes
2700000.0,20605,짝패,8.907871,2006-05-25,0.0,The City of Violence,6.4,38.0,,"['Action', 'Thriller']",Weyunaegang Productions,CJ Entertainment,,Cameo,Ahn Jae-mo,Ryoo Seung-wan,2006,0.0,jueves
0.0,14279,My Kid Could Paint That,1.258634,2007-01-01,0.0,My Kid Could Paint That,6.7,12.0,,['Documentary'],,,,Amir Bar-Lev,Amir Bar-Lev,Amir Bar-Lev,2007,0.0,lunes
0.0,20607,"Amanece, que no es poco",1.197692,1989-01-17,0.0,"Dawn Breaks, Which Is No Small Thing",6.8,15.0,,['Comedy'],Televisión Española (TVE),Paraíso,Compañía de Aventuras Comerciales,Teodoro,Antonio Resines,José Luis Cuerda,1989,0.0,martes
0.0,2015,밀양,2.899364,2007-05-23,0.0,Secret Sunshine,6.3,45.0,,['Drama'],Cinema Service,,,Shin-ae Lee,Jeon Do-yeon,Lee Chang-dong,2007,0.0,miã©rcoles
0.0,28007,The Reckless Moment,1.588895,1949-12-29,0.0,The Reckless Moment,6.9,21.0,,['Thriller'],Columbia Pictures Corporation,,,Martin Donnelly,James Mason,Max Ophüls,1949,0.0,jueves
4000000.0,7347,Tropa de Elite,10.759577,2007-10-12,0.0,Elite Squad,7.8,519.0,Elite Squad Collection,"['Drama', 'Action', 'Crime']",The Weinstein Company,Zazen Produções,Estúdios Mega,Capitão Nascimento,Wagner Moura,José Padilha,2007,0.0,viernes
0.0,14421,O Ano em Que Meus Pais Saíram de Férias,1.120365,2006-09-26,0.0,The Year My Parents Went On Vacation,7.7,15.0,,['Drama'],Gullane Filmes,Globo Filmes,Miravista Films,Shlomo,Germano Haiut,Cao Hamburger,2006,0.0,martes
0.0,5718,King of California,13.088825,2007-01-24,1027699.0,King of California,6.5,104.0,,"['Comedy', 'Drama']",Nu Image Films,Michael London Productions,Millennium Films,Charlie,Michael Douglas,Mike Cahill,2007,0.0,miã©rcoles
0.0,5126,Martian Child,5.038252,2007-11-02,0.0,Martian Child,6.8,79.0,,['Drama'],New Line Cinema,,,David,John Cusack,Menno Meyjes,2007,0.0,viernes
0.0,16126,Flight of the Living Dead: Outbreak on a Plane,1.944796,2007-04-06,0.0,Flight of the Living Dead: Outbreak on a Plane,5.2,37.0,,"['Horror', 'Action']",Pacific Entertainment Group,,,Truman,David Chisum,Scott Thomas,2007,0.0,viernes
0.0,18731,黃飛鴻之鐵雞鬥蜈蚣,1.567115,1993-04-01,0.0,Last Hero in China,5.4,16.0,,"['Action', 'Comedy', 'Foreign']",,,,Wong Fei Hung,Jet Li,Wong Jing,1993,0.0,jueves
0.0,37005,All Souls Day: Dia de los Muertos,0.826307,2005-01-01,0.0,All Souls Day: Dia de los Muertos,5.9,7.0,,,,,,Alicia,Marisa Ramirez,Jeremy Kasten,2005,0.0,sã¡bado
5000000.0,18442,Decoys,2.855757,2004-02-27,0.0,Decoys,4.7,34.0,Decoys Collection,"['Horror', 'Science Fiction', 'Thriller']",,,,Constance,Kim Poirier,Matthew Hastings,2004,0.0,viernes
0.0,42173,Chilly Scenes of Winter,0.009192,1979-10-19,0.0,Chilly Scenes of Winter,10.0,1.0,,"['Comedy', 'Drama', 'Romance']",United Artists,Triple Play Productions,,Charles,John Heard,Joan Micklin Silver,1979,0.0,viernes
100000000.0,4982,American Gangster,9.644542,2007-11-02,266465037.0,American Gangster,7.4,1527.0,,"['Drama', 'Crime']",Imagine Entertainment,Universal Pictures,Scott Free Productions,Frank Lucas,Denzel Washington,Ridley Scott,2007,2.66465037,viernes
150000000.0,5559,Bee Movie,8.774374,2007-10-28,287594577.0,Bee Movie,5.7,1208.0,,"['Family', 'Animation', 'Adventure', 'Comedy']",Pacific Data Images (PDI),DreamWorks Animation,Columbus 81 Productions,Barry B. Benson,Jerry Seinfeld,Steve Hickner,2007,1.91729718,domingo
1700000.0,25755,หมานคร,1.147208,2004-12-12,0.0,Citizen Dog,6.7,12.0,,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Science Fiction']",Five Stars Production Company,Five Star Production Co. Ltd.,THA Film Factory,Pod,Mahasamut Boonyaruk,Wisit Sasanatieng,2004,0.0,domingo
18000000.0,7972,Before the Devil Knows You're Dead,9.309967,2007-09-26,25005257.0,Before the Devil Knows You're Dead,6.9,359.0,,"['Crime', 'Drama', 'Thriller']",Capitol Films,Linsefilm,Unity Productions,Andy,Philip Seymour Hoffman,Sidney Lumet,2007,1.3891809444444445,miã©rcoles
14000000.0,2013,Le scaphandre et le papillon,11.090265,2007-05-22,19777647.0,The Diving Bell and the Butterfly,7.5,290.0,,['Drama'],France 3 Cinéma,The Kennedy/Marshall Company,Pathé Renn Productions,Jean-Dominique Bauby,Mathieu Amalric,Julian Schnabel,2007,1.4126890714285714,martes
25000000.0,6977,No Country for Old Men,15.565484,2007-11-08,171600000.0,No Country for Old Men,7.7,3083.0,,"['Crime', 'Drama', 'Thriller']",Miramax Films,Scott Rudin Productions,Paramount Vantage,Sheriff Ed Tom Bell,Tommy Lee Jones,Joel Coen,2007,6.864,jueves
0.0,39127,Ripley Under Ground,2.591725,2005-11-06,0.0,Ripley Under Ground,6.0,14.0,,"['Drama', 'Thriller']",MACT Productions,Cinerenta Medienbeteiligungs KG,Isle of Man Film,Tom Ripley,Barry Pepper,Roger Spottiswoode,2005,0.0,domingo
0.0,4953,Be Kind Rewind,4.848692,2008-01-20,0.0,Be Kind Rewind,6.2,426.0,,"['Drama', 'Comedy']",New Line Cinema,Partizan,Focus Features,Jerry,Jack Black,Michel Gondry,2008,0.0,domingo
1000000.0,10520,Itty Bitty Titty Committee,1.833892,2007-02-09,18479.0,Itty Bitty Titty Committee,6.0,12.0,,['Comedy'],,,,Anna,Melonie Diaz,Jamie Babbit,2007,0.018479,viernes
0.0,26336,Crazy Love,0.614455,2007-11-22,0.0,Crazy Love,6.6,9.0,,"['Documentary', 'Romance']",,,,,,Dan Klores,2007,0.0,jueves
0.0,37368,The Fugitive,0.462747,1947-11-03,0.0,The Fugitive,5.6,12.0,,['Western'],RKO Radio Pictures,Argosy Pictures,Productora Mex. Desconcida,A Fugitive,Henry Fonda,John Ford,1947,0.0,lunes
0.0,19026,Azur et Asmar,5.235633,2006-10-25,0.0,Azur & Asmar: The Princes' Quest,7.5,91.0,,"['Animation', 'Family']",,,,La Fée des elfes (voice),Sofia Boutella,Michel Ocelot,2006,0.0,miã©rcoles
25000000.0,5123,August Rush,8.874048,2007-11-21,66122026.0,August Rush,7.2,821.0,,"['Family', 'Drama', 'Music']",Warner Bros.,CJ Entertainment,Southpaw Entertainment,August Rush,Freddie Highmore,Kirsten Sheridan,2007,2.64488104,miã©rcoles
0.0,16203,Space Is the Place,0.004763,1974-11-01,0.0,Space Is the Place,5.6,8.0,,['Science Fiction'],North American Star System,,,Himself,Sun Ra,John Coney,1974,0.0,viernes
0.0,53827,The Dawn Rider,1.228535,1935-06-20,0.0,The Dawn Rider,4.4,11.0,,"['Action', 'Western']",Lone Star Production,Monogram Pictures,,John Mason,John Wayne,Robert N. Bradbury,1935,0.0,jueves
0.0,18612,The Desperate Hours,10.160986,1955-10-05,0.0,The Desperate Hours,6.6,27.0,,"['Crime', 'Drama', 'Thriller', 'Action']",Paramount Pictures,,,Glenn Griffin,Humphrey Bogart,William Wyler,1955,0.0,miã©rcoles
0.0,5817,Du levande,3.253596,2007-09-21,0.0,"You, the Living",7.1,63.0,Living Trilogy,"['Drama', 'Comedy', 'Music']",Det Danske Filminstitut,Style Jam,Sveriges Television (SVT),The Psychiatrist,Håkan Angser,Roy Andersson,2007,0.0,viernes
0.0,13363,The Man from Earth,9.29906,2007-06-10,0.0,The Man from Earth,7.7,696.0,The Man from Earth Collection,"['Science Fiction', 'Drama']",Falling Sky Entertainment,,,John Oldman,David Lee Smith,Richard Schenkman,2007,0.0,domingo
3.0,43987,예의없는 것들,1.486349,2006-08-24,4.0,No Mercy for the Rude,6.8,18.0,,"['Action', 'Comedy']",Tube Pictures,,,Killa,Shin Ha-kyun,Cheol-hie Park,2006,1.3333333333333333,jueves
0.0,32726,Hellfighters,2.332425,1968-11-27,0.0,Hellfighters,6.2,21.0,,"['Action', 'Adventure', 'Romance']",Universal Pictures,,,Chance Buckman,John Wayne,Andrew V. McLaglen,1968,0.0,miã©rcoles
35000000.0,4515,Lions for Lambs,5.80986,2007-10-22,63215872.0,Lions for Lambs,6.0,223.0,,"['Action', 'Adventure', 'Drama', 'History']",Cruise/Wagner Productions,United Artists,Wildwood Enterprises,Dr. Stephen Malley,Robert Redford,Robert Redford,2007,1.8061677714285715,lunes
100000000.0,5375,Fred Claus,5.502098,2007-11-03,97838349.0,Fred Claus,5.5,211.0,,"['Action', 'Comedy', 'Drama']",Silver Pictures,Warner Bros.,Jessie Nelson Productions,Fred Claus,Vince Vaughn,David Dobkin,2007,0.97838349,sã¡bado
70000000.0,2310,Beowulf,9.951195,2007-11-05,195735876.0,Beowulf,5.5,855.0,,"['Adventure', 'Action', 'Animation']",Paramount Pictures,Shangri-La Entertainment,ImageMovers,Beowulf / Golden Man / Dragon,Ray Winstone,Robert Zemeckis,2007,2.7962268,lunes
0.0,2284,Mr. Magorium's Wonder Emporium,8.696467,2007-11-14,69474661.0,Mr. Magorium's Wonder Emporium,6.0,365.0,,['Comedy'],Mandate Pictures,FilmColony,Walden Media,Mr. Edward Magorium,Dustin Hoffman,Zach Helm,2007,0.0,miã©rcoles
45000000.0,6639,Love in the Time of Cholera,5.20735,2007-10-04,4607608.0,Love in the Time of Cholera,6.5,84.0,,"['Drama', 'Romance']",New Line Cinema,Grosvenor Park Media Ltd.,,Florentino Ariza,Javier Bardem,Mike Newell,2007,0.1023912888888888,jueves
