budget,id,original_title,popularity,release_date,revenue,title,vote_average,vote_count,Collection,genres,ProdCompany_1,ProdCompany_2,ProdCompany_3,Character Name,Lead actor,Director,release_year,return
10000000.0,78149,"An Alan Smithee Film: Burn, Hollywood, Burn",1.453096,1998-02-20,45779.0,"An Alan Smithee Film: Burn, Hollywood, Burn",3.0,9.0,,['Comedy'],Hollywood Pictures,Cinergi Pictures Entertainment,,Jackie Chan,Jackie Chan,Alan Smithee,1998,0.0045779
12716953.0,10622,一個好人,6.183021,1997-01-31,18814720.0,Mr. Nice Guy,6.2,129.0,,"['Crime', 'Action', 'Comedy']",Golden Harvest Company,,,Jackie,Jackie Chan,Sammo Hung,1997,1.479499059247919
35000000.0,10216,Species II,13.495247,1998-04-10,19165560.0,Species II,4.5,161.0,Species Collection,"['Science Fiction', 'Action', 'Horror']",Metro-Goldwyn-Mayer (MGM),,,Press Lenox,Michael Madsen,Peter Medak,1998,0.5475874285714286
13000000.0,9448,The Big Hit,5.975082,1998-04-24,27007143.0,The Big Hit,6.1,112.0,,"['Action', 'Adventure', 'Comedy', 'Thriller']",TriStar Pictures,,,Melvin Smiley,Mark Wahlberg,Kirk Wong,1998,2.0774725384615387
75000000.0,8656,Deep Impact,11.644633,1998-05-08,140464664.0,Deep Impact,5.9,870.0,,"['Action', 'Drama', 'Romance']",Paramount Pictures,DreamWorks SKG,Zanuck/Brown Productions,Capt. Spurgeon 'Fish' Tanner,Robert Duvall,Mimi Leder,1998,1.8728621866666664
13000000.0,58680,Woo,2.326115,1998-05-08,8026971.0,Woo,5.5,10.0,,"['Comedy', 'Romance']",New Line Cinema,New Deal Productions,Gotham Entertainment Group,Woo,Jada Pinkett Smith,Daisy von Scherler Mayer,1998,0.6174593076923077
40000000.0,18937,Quest for Camelot,13.02535,1998-05-15,38172500.0,Quest for Camelot,6.9,193.0,,"['Fantasy', 'Animation', 'Drama', 'Romance', 'Family']",Warner Bros.,,,Kayley (voice),Jessalyn Gilsig,Frederik Du Chau,1998,0.9543125
130000000.0,929,Godzilla,11.295121,1998-05-20,379014294.0,Godzilla,5.3,1075.0,,"['Science Fiction', 'Action', 'Thriller']",TriStar Pictures,Centropolis Film Productions,Toho Company,Dr. Niko Tatopoulos,Matthew Broderick,Roland Emmerich,1998,2.915494569230769
30000000.0,9452,Bulworth,3.385342,1998-05-15,29202884.0,Bulworth,6.3,66.0,,"['Comedy', 'Drama']",Twentieth Century Fox Film Corporation,,,Senator Jay Billington Bulworth,Warren Beatty,Warren Beatty,1998,0.9734294666666666
18500000.0,1878,Fear and Loathing in Las Vegas,9.220346,1998-05-22,10680275.0,Fear and Loathing in Las Vegas,7.2,1321.0,,"['Adventure', 'Drama', 'Comedy']",Universal Pictures,Summit Entertainment,Rhino Films,Raoul Duke,Johnny Depp,Terry Gilliam,1998,0.5773121621621622
5000000.0,9844,The Opposite of Sex,14.734622,1998-05-22,5879254.0,The Opposite of Sex,5.9,56.0,,"['Comedy', 'Drama']",,,,Dedee Truitt,Christina Ricci,Don Roos,1998,1.1758508
60000000.0,1965,A Perfect Murder,9.430812,1998-06-05,128038368.0,A Perfect Murder,6.3,320.0,,"['Crime', 'Thriller', 'Drama']",Kopelson Entertainment,Warner Bros.,,Steven Taylor,Michael Douglas,Andrew Davis,1998,2.1339728
70000000.0,6068,Six Days Seven Nights,18.324219,1998-06-12,164000000.0,Six Days Seven Nights,5.6,343.0,,"['Action', 'Adventure', 'Comedy', 'Romance']",Caravan Pictures,Roger Birnbaum Productions,Northern Lights Entertainment,Quinn Harris,Harrison Ford,Ivan Reitman,1998,2.342857142857143
10000000.0,15037,Can't Hardly Wait,6.426937,1998-06-12,25605015.0,Can't Hardly Wait,6.1,122.0,,"['Comedy', 'Drama', 'Romance']",Columbia Pictures,,,Amanda,Jennifer Love Hewitt,Harry Elfont,1998,2.5605015
180000.0,21334,بچه‌های آسمان,7.523517,1997-08-01,900000.0,Children of Heaven,7.8,113.0,,"['Drama', 'Comedy', 'Family']",The Institute for the Intellectual Development of Children & Young Adults,,,Ali's Father,Mohammad Amir Naji,Majid Majidi,1997,5.0
90000000.0,10674,Mulan,21.180857,1998-06-18,304320254.0,Mulan,7.6,2089.0,Mulan Collection,"['Animation', 'Family', 'Adventure']",Walt Disney Pictures,Walt Disney Feature Animation,,Mulan (voice),Ming-Na Wen,Tony Bancroft,1998,3.381336155555556
66000000.0,846,The X Files,12.311615,1998-06-19,189198313.0,The X Files,6.6,494.0,The X-Files Collection,"['Mystery', 'Science Fiction', 'Thriller']",Twentieth Century Fox Film Corporation,Ten Thirteen Productions,,Agent Fox Mulder,David Duchovny,Rob Bowman,1998,2.866641106060606
71000000.0,3050,Doctor Dolittle,9.439079,1998-06-22,294456605.0,Doctor Dolittle,5.4,705.0,Dr. Dolittle Collection,"['Comedy', 'Family', 'Fantasy']",Twentieth Century Fox Film Corporation,Joseph M. Singer Entertainment,Davis Entertainment,Dr. John Dolittle,Eddie Murphy,Betty Thomas,1998,4.147276126760564
48000000.0,1389,Out of Sight,7.349812,1998-06-26,77745568.0,Out of Sight,6.5,338.0,,"['Romance', 'Comedy', 'Crime']",Universal Pictures,Jersey Films,,Jack Foley,George Clooney,Steven Soderbergh,1998,1.6196993333333334
1500000.0,9464,Buffalo '66,9.167761,1998-01-20,2375097.0,Buffalo '66,7.2,172.0,,"['Romance', 'Comedy', 'Crime', 'Drama']",,,,Billy Brown,Vincent Gallo,Vincent Gallo,1998,1.583398
140000000.0,95,Armageddon,13.235112,1998-07-01,553799566.0,Armageddon,6.5,2540.0,,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",Jerry Bruckheimer Films,Touchstone Pictures,Valhalla Motion Pictures,Harry S. Stamper,Bruce Willis,Michael Bay,1998,3.9557111857142857
140000000.0,944,Lethal Weapon 4,14.470551,1998-07-10,285444603.0,Lethal Weapon 4,6.3,782.0,Lethal Weapon Collection,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",Silver Pictures,Donner/Shuler-Donner Productions,Warner Bros.,Martin Riggs,Mel Gibson,Richard Donner,1998,2.0388900214285712
40000000.0,11551,Small Soldiers,10.03936,1998-07-10,54682547.0,Small Soldiers,6.2,522.0,,"['Comedy', 'Adventure', 'Fantasy', 'Science Fiction', 'Action']",Universal Pictures,Amblin Entertainment,DreamWorks Pictures,Alan Abernathy,Gregory Smith,Joe Dante,1998,1.367063675
60000.0,473,Pi,10.621362,1998-07-10,3221152.0,Pi,7.1,600.0,,"['Mystery', 'Drama', 'Thriller']",Truth and Soul Pictures Inc,Protozoa Pictures,Harvest Filmworks,Maximillian Cohen,Sean Gullette,Darren Aronofsky,1998,53.68586666666667
23000000.0,544,There's Something About Mary,11.688958,1998-07-15,369884651.0,There's Something About Mary,6.5,1616.0,,"['Romance', 'Comedy']",Twentieth Century Fox Film Corporation,,,Mary Jensen,Cameron Diaz,Bobby Farrelly,1998,16.08194134782609
11000000.0,11284,Freddy's Dead: The Final Nightmare,11.560358,1991-09-05,34872033.0,Freddy's Dead: The Final Nightmare,5.1,280.0,A Nightmare on Elm Street Collection,"['Horror', 'Thriller', 'Comedy']",New Line Cinema,,,Freddy Krueger,Robert Englund,Rachel Talalay,1991,3.170184818181818
13000000.0,11186,Child's Play 2,14.310479,1990-11-09,35763605.0,Child's Play 2,5.8,323.0,Child's Play Collection,"['Drama', 'Horror']",Universal Pictures,,,Andy Barclay,Alex Vincent,John Lafia,1990,2.7510465384615386
13000000.0,11187,Child's Play 3,24.515462,1991-08-30,20560255.0,Child's Play 3,5.5,274.0,Child's Play Collection,"['Thriller', 'Horror', 'Action']",Universal Pictures,,,Andy Barclay,Justin Whalin,Jack Bender,1991,1.5815580769230768
35000000.0,943,Lethal Weapon 3,10.786007,1992-05-15,321731527.0,Lethal Weapon 3,6.4,824.0,Lethal Weapon Collection,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",Silver Pictures,Warner Bros.,,Martin Riggs,Mel Gibson,Richard Donner,1992,9.192329342857144
50000000.0,928,Gremlins 2: The New Batch,14.383185,1990-06-15,41482207.0,Gremlins 2: The New Batch,6.3,664.0,The Gremlins Collection,"['Comedy', 'Horror', 'Fantasy']",Amblin Entertainment,Warner Bros.,,Billy Peltzer,Zach Galligan,Joe Dante,1990,0.82964414
95000000.0,9342,The Mask of Zorro,11.348096,1998-07-16,250288523.0,The Mask of Zorro,6.3,1211.0,Zorro Collection,"['Action', 'Adventure']",Amblin Entertainment,TriStar Pictures,,Alejandro Murrieta / Zorro,Antonio Banderas,Martin Campbell,1998,2.6346160315789477
40000000.0,196,Back to the Future Part III,13.043999,1990-05-25,244527583.0,Back to the Future Part III,7.1,2978.0,Back to the Future Collection,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",Universal Pictures,Amblin Entertainment,U-Drive Productions,Marty McFly / Seamus McFly,Michael J. Fox,Robert Zemeckis,1990,6.113189575
54000000.0,242,The Godfather: Part III,17.185349,1990-12-24,136766062.0,The Godfather: Part III,7.1,1589.0,The Godfather Collection,"['Crime', 'Drama', 'Thriller']",Paramount Pictures,,,Don Michael Corleone,Al Pacino,Francis Ford Coppola,1990,2.532704851851852
1227401.0,1411,The Rapture,8.319631,1991-10-04,1277401.0,The Rapture,6.4,15.0,,"['Mystery', 'Drama']",Fine Line Features,,,Sharon,Mimi Rogers,Michael Tolkin,1991,1.0407364830238854
62000000.0,9769,Lolita,10.618141,1997-09-27,1060056.0,Lolita,7.0,288.0,,"['Drama', 'Romance']",Pathé,Lolita Productions,,Humbert Humbert,Jeremy Irons,Adrian Lyne,1997,0.0170976774193548
15000000.0,9424,Disturbing Behavior,11.054751,1998-07-24,17507368.0,Disturbing Behavior,5.5,104.0,,"['Mystery', 'Horror', 'Science Fiction']",Village Roadshow Pictures,Beacon Communications,Hoyts Film Partnership,Steve Clark,James Marsden,David Nutter,1998,1.1671578666666669
10000000.0,9835,Jane Austen's Mafia!,6.046893,1998-07-24,19000000.0,Jane Austen's Mafia!,5.4,52.0,,"['Comedy', 'Crime']",Tapestry Films,Touchstone Pictures,,Anthony 'Tony' Cortino,Jay Mohr,Jim Abrahams,1998,1.9
70000000.0,857,Saving Private Ryan,21.758054,1998-07-24,481840909.0,Saving Private Ryan,7.9,5148.0,,"['Drama', 'History', 'War']",Paramount Pictures,DreamWorks SKG,Amblin Entertainment,Captain John H. Miller,Tom Hanks,Steven Spielberg,1998,6.8834415571428575
28000000.0,10439,Hocus Pocus,10.390708,1993-07-16,39514713.0,Hocus Pocus,6.5,491.0,,"['Comedy', 'Family', 'Fantasy']",Walt Disney Pictures,,,Winifred 'Winnie' Sanderson,Bette Midler,Kenny Ortega,1993,1.41123975
40000000.0,11158,Honey I Blew Up the Kid,12.337898,1992-07-16,58662452.0,Honey I Blew Up the Kid,4.8,272.0,"Honey, I Shrunk the Kids Collection","['Adventure', 'Comedy', 'Family', 'Science Fiction']",Walt Disney Pictures,Touchwood Pacific Partners 1,,Wayne Szalinski,Rick Moranis,Randal Kleiser,1992,1.4665613
50000000.0,9631,The Negotiator,7.65502,1998-07-29,44547681.0,The Negotiator,6.8,593.0,,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",Regency Enterprises,Warner Bros.,,Lt. Danny Roman,Samuel L. Jackson,F. Gary Gray,1998,0.89095362
10000000.0,10414,The Mighty Ducks,6.113646,1992-10-01,50752337.0,The Mighty Ducks,6.4,203.0,The Mighty Ducks Collection,"['Comedy', 'Family']",Walt Disney,,,Gordon Bombay,Emilio Estevez,Stephen Herek,1992,5.0752337
37931000.0,11135,The Rescuers Down Under,1.562471,1990-11-16,47431461.0,The Rescuers Down Under,6.6,303.0,The Rescuers Collection,"['Adventure', 'Animation', 'Crime', 'Family', 'Fantasy']",Walt Disney Pictures,Walt Disney Feature Animation,Silver Screen Partners IV,Bernard (voice),Bob Newhart,Hendel Butoy,1990,1.2504669267881152
42000000.0,10249,The Rocketeer,10.536644,1991-06-21,62000000.0,The Rocketeer,6.3,265.0,,"['Action', 'Adventure', 'Science Fiction', 'Family']",Walt Disney Pictures,,,Cliff Secord,Billy Campbell,Joe Johnston,1991,1.4761904761904765
17000000.0,11675,Halloween: H20,8.619068,1998-08-05,55041738.0,Halloween: H20,5.7,306.0,Halloween Collection,"['Horror', 'Thriller']",Dimension Films,,,Laurie Strode / Keri Tate,Jamie Lee Curtis,Steve Miner,1998,3.237749294117647
10500000.0,19158,Graveyard Shift,4.668541,1990-10-26,11582891.0,Graveyard Shift,4.5,52.0,,"['Drama', 'Horror']",Paramount Pictures,Graveyard Productions,JVC Entertainment Networks,John Hall,David Andrews,Ralph S. Singleton,1990,1.1031324761904762
30000000.0,2907,The Addams Family,12.962525,1991-11-22,191502426.0,The Addams Family,6.7,871.0,Addams Family Collection,"['Horror', 'Comedy', 'Fantasy']",Paramount Pictures,Orion Pictures,Scott Rudin Productions,Gomez Addams,Raúl Juliá,Barry Sonnenfeld,1991,6.3834142
26000000.0,9454,EverAfter,13.309701,1998-07-31,65705772.0,Ever After: A Cinderella Story,6.8,408.0,,"['Drama', 'Romance', 'Comedy']",Twentieth Century Fox Film Corporation,,,Danielle De Barbarac,Drew Barrymore,Andy Tennant,1998,2.5271450769230768
73000000.0,8688,Snake Eyes,11.604533,1998-08-07,103891409.0,Snake Eyes,5.8,331.0,,"['Crime', 'Mystery']",Paramount Pictures,DeBart,Touchstone Pictures,Rick Santoro,Nicolas Cage,Brian De Palma,1998,1.4231699863013698
300000.0,118452,"First Love, Last Rites",0.546143,1998-08-07,40542.0,"First Love, Last Rites",3.0,1.0,,['Drama'],Forensic Films,Toast Films,,Joey,Giovanni Ribisi,Jesse Peretz,1998,0.13514
60000000.0,9320,The Avengers,9.562953,1998-08-13,48585416.0,The Avengers,4.4,205.0,,['Thriller'],Jerry Weintraub Productions,Warner Bros.,,John Steed,Ralph Fiennes,Jeremiah S. Chechik,1998,0.8097569333333333
20000000.0,33644,How Stella Got Her Groove Back,3.645263,1998-08-14,37672350.0,How Stella Got Her Groove Back,6.0,24.0,,"['Comedy', 'Drama', 'Romance']",Twentieth Century Fox Film Corporation,,,Stella Payne,Angela Bassett,Kevin Rodney Sullivan,1998,1.8836175
32000000.0,34636,The Neverending Story II: The Next Chapter,6.658994,1990-10-24,16283667.0,The Neverending Story II: The Next Chapter,5.5,193.0,The Neverending Story Collection,"['Drama', 'Family', 'Fantasy', 'Adventure']",Bavaria Film,Dieter Geissler Filmproduktion,Cinevox Filmproduktion GmbH,Bastian Bux,Jonathan Brandis,George T. Miller,1990,0.50886459375
5000000.0,77469,Your Friends & Neighbors,1.564774,1998-02-04,4710749.0,Your Friends & Neighbors,5.9,17.0,,"['Drama', 'Comedy']",Propaganda Films,PolyGram Filmed Entertainment,,Mary,Amy Brenneman,Neil LaBute,1998,0.9421498
45000000.0,36647,Blade,15.043454,1998-08-21,131183530.0,Blade,6.5,1950.0,Blade Collection,"['Horror', 'Action']",New Line Cinema,Amen Ra Films,Imaginary Forces,Blade,Wesley Snipes,Stephen Norrington,1998,2.915189555555556
13000000.0,3682,54,8.736869,1998-08-28,16757163.0,54,5.5,138.0,,"['Music', 'Drama']",Redeemable Features,FilmColony,Miramax,Shane O'Shea,Ryan Phillippe,Mark Christopher,1998,1.2890125384615383
250.0,51942,I Married a Strange Person!,0.817002,1998-08-28,203.0,I Married a Strange Person!,7.5,12.0,,"['Drama', 'Comedy', 'Animation']",Bill Plympton Studios,,,Keri Boyer,Charis Michelsen,Bill Plympton,1998,0.812
12000000.0,10220,Rounders,8.783454,1998-09-11,22921898.0,Rounders,6.9,451.0,,"['Drama', 'Crime']",Miramax Films,Spanky Pictures,,Mike McDermott,Matt Damon,John Dahl,1998,1.9101581666666667
250000.0,431,Cube,12.095263,1997-09-09,501818.0,Cube,6.9,1101.0,Cube Collection,"['Thriller', 'Science Fiction', 'Mystery']",Téléfilm Canada,Feature Film Project,Cube Libre,Leaven,Nicole de Boer,Vincenzo Natali,1997,2.007272
20000000.0,22796,Simon Birch,2.651408,1998-09-11,18253415.0,Simon Birch,6.5,52.0,,"['Comedy', 'Drama', 'Family']",Caravan Pictures,Hollywood Pictures,,Rebecca Wenteworth,Ashley Judd,Mark Steven Johnson,1998,0.91267075
25000000.0,22256,Without Limits,3.643468,1998-09-11,777423.0,Without Limits,6.4,20.0,,['Drama'],Cruise/Wagner Productions,Warner Bros.,,Steve Prefontaine,Billy Crudup,Robert Towne,1998,0.03109692
40000000.0,11933,Nothing but Trouble,10.39662,1991-02-14,8479793.0,Nothing but Trouble,5.0,88.0,,"['Comedy', 'Adventure']",Warner Bros.,Applied Action,,Chris Thorne,Chevy Chase,Dan Aykroyd,1991,0.211994825
40000000.0,881,A Few Good Men,12.330249,1992-12-11,243240178.0,A Few Good Men,7.1,899.0,,['Drama'],David Brown Productions,,,Lt. Daniel Kaffee,Tom Cruise,Rob Reiner,1992,6.08100445
38000000.0,4478,Indecent Proposal,7.118123,1993-04-07,266614059.0,Indecent Proposal,5.8,300.0,,['Drama'],Paramount Pictures,,,John Gage,Robert Redford,Adrian Lyne,1993,7.0161594473684215
33000000.0,2109,Rush Hour,11.840557,1998-09-18,244386864.0,Rush Hour,6.8,1254.0,Rush Hour Collection,"['Action', 'Comedy', 'Crime', 'Thriller']",New Line Cinema,,,Chief Inspector Lee,Jackie Chan,Brett Ratner,1998,7.405662545454545
2000000.0,24746,Six-String Samurai,2.740989,1998-09-18,124494.0,Six-String Samurai,5.8,36.0,,"['Action', 'Adventure', 'Science Fiction']",HSX Films,,,Buddy,Jeffrey Falcon,Lance Mungia,1998,0.062247
55000000.0,8195,Ronin,9.672094,1998-09-25,41610884.0,Ronin,6.8,670.0,,"['Action', 'Thriller', 'Crime', 'Adventure']",United Artists,FGM Entertainment,,Sam,Robert De Niro,John Frankenheimer,1998,0.7565615272727273
14000000.0,9877,Urban Legend,6.081401,1998-09-25,72527595.0,Urban Legend,5.6,293.0,Urban Legend,"['Horror', 'Thriller']",Original Film,TriStar Pictures,Phoenix Pictures,Natalie Simon,Alicia Witt,Jamie Blanks,1998,5.1805425
25000000.0,24016,The Sheltering Sky,13.798247,1990-10-24,2075084.0,The Sheltering Sky,6.4,51.0,,"['Adventure', 'Drama', 'Romance']",Warner Bros.,,,Kit Moresby,Debra Winger,Bernardo Bertolucci,1990,0.08300336
8000000.0,10403,The Player,6.230854,1992-04-03,21706101.0,The Player,6.9,169.0,,"['Comedy', 'Drama']",Fine Line Features,Avenue Pictures Productions,Spelling Entertainment,Griffin Mill,Tim Robbins,Robert Altman,1992,2.713262625
20000000.0,162,Edward Scissorhands,17.612244,1990-12-05,53000000.0,Edward Scissorhands,7.5,3731.0,,"['Fantasy', 'Drama', 'Romance']",Twentieth Century Fox Film Corporation,,,Edward Scissorhands,Johnny Depp,Tim Burton,1990,2.65
60000000.0,8916,Antz,16.025625,1998-10-02,171757863.0,Antz,6.0,1320.0,,"['Adventure', 'Animation', 'Comedy', 'Family']",DreamWorks SKG,Pacific Data Images (PDI),DreamWorks Animation,Z-4195 aka Z (voice),Woody Allen,Eric Darnell,1998,2.86263105
17000000.0,9429,A Night at the Roxbury,12.480685,1998-10-01,30331165.0,A Night at the Roxbury,5.9,202.0,,['Comedy'],Paramount Pictures,SNL Studios,,Steve Butabi,Will Ferrell,John Fortenberry,1998,1.7841861764705882
85000000.0,12159,What Dreams May Come,11.218378,1998-10-02,71485043.0,What Dreams May Come,6.8,596.0,,"['Drama', 'Fantasy', 'Romance']",PolyGram Filmed Entertainment,,,Chris Nielsen,Robin Williams,Vincent Ward,1998,0.841000505882353
1100000.0,27791,Strangeland,2.31478,1998-10-02,631221.0,Strangeland,4.7,36.0,,['Horror'],Shooting Gallery,Snider Than Thou Productions Inc.,,Mike Gage,Kevin Gage,John Pieplow,1998,0.5738372727272727
11000000.0,10377,My Cousin Vinny,7.922216,1992-03-13,64088552.0,My Cousin Vinny,7.3,393.0,,"['Comedy', 'Drama']",Twentieth Century Fox Film Corporation,Palo Vista Productions,Peter V. Miller Investment Corp.,Vincent 'Vinny' Gambini,Joe Pesci,Jonathan Lynn,1992,5.826232
25000000.0,11932,Bride of Chucky,13.018491,1998-10-16,50671850.0,Bride of Chucky,5.5,366.0,Child's Play Collection,"['Horror', 'Comedy']",Universal Pictures,Midwinter Productions Inc.,,Chucky,Ed Gale,Ronny Yu,1998,2.026874
75000000.0,6435,Practical Magic,7.757795,1998-10-16,46683377.0,Practical Magic,6.3,348.0,,"['Drama', 'Fantasy', 'Comedy']",Village Roadshow Pictures,DiNovi Pictures,Fortis Films,Sally Owens,Sandra Bullock,Griffin Dunne,1998,0.6224450266666667
3000000.0,10683,Happiness,5.493697,1998-10-16,2807390.0,Happiness,7.4,197.0,,"['Comedy', 'Drama']",Killer Films,Good Machine,,Joy Jordan,Jane Adams,Todd Solondz,1998,0.9357966666666668
75000000.0,9425,Soldier,7.970031,1998-10-23,14567883.0,Soldier,6.1,226.0,,"['Action', 'War', 'Science Fiction']",Impact Pictures,Jerry Weintraub Productions,Warner Bros.,Todd,Kurt Russell,Paul W.S. Anderson,1998,0.19423844
20000000.0,637,La vita è bella,39.39497,1997-12-20,229400000.0,Life Is Beautiful,8.3,3643.0,,"['Comedy', 'Drama']",Miramax Films,Melampo Cinematografica,,Dora,Nicoletta Braschi,Roberto Benigni,1997,11.47
3500000.0,20701,Tales from the Darkside: The Movie,5.732016,1990-05-03,16324573.0,Tales from the Darkside: The Movie,5.8,92.0,,"['Thriller', 'Comedy', 'Fantasy', 'Horror']",Paramount Pictures,Laurel Productions,Darkside Movie,Betty (wraparound story),Deborah Harry,John Harrison,1990,4.664163714285714
20000000.0,73,American History X,18.157166,1998-10-30,23875127.0,American History X,8.2,3120.0,,['Drama'],New Line Cinema,The Turman-Morrissey Company,Savoy Pictures,Derek Vinyard,Edward Norton,Tony Kaye,1998,1.19375635
12000000.0,46889,Living Out Loud,1.575026,1998-10-30,12902790.0,Living Out Loud,5.4,12.0,,"['Comedy', 'Drama', 'Romance']",New Line Cinema,Jersey Films,,Judith Moore,Holly Hunter,Richard LaGravenese,1998,1.0752325
10000000.0,3033,Gods and Monsters,6.788021,1998-01-21,6451628.0,Gods and Monsters,6.8,82.0,,['Drama'],Lions Gate Films,Flashpoint (I),Showtime Networks,James Whale,Ian McKellen,Bill Condon,1998,0.6451628
70000000.0,9882,The Siege,9.019114,1998-11-06,116672912.0,The Siege,6.1,361.0,,"['Drama', 'Action', 'Thriller', 'Crime']",Twentieth Century Fox Film Corporation,Lynda Obst Productions,"Bedford Falls Company, The",Anthony 'Hub' Hubbard,Denzel Washington,Edward Zwick,1998,1.6667558857142857
23000000.0,10663,The Waterboy,9.461823,1998-11-06,185991646.0,The Waterboy,5.9,521.0,,['Comedy'],Touchstone Pictures,,,Bobby Boucher,Adam Sandler,Frank Coraci,1998,8.086593304347826
30000000.0,4518,Elizabeth,7.566321,1998-09-13,82150642.0,Elizabeth,7.2,346.0,Elizabeth Collection,"['Drama', 'History']",Channel Four Films,PolyGram Filmed Entertainment,Working Title Films,Elisabeth I,Cate Blanchett,Shekhar Kapur,1998,2.7383547333333333
65000000.0,3600,I Still Know What You Did Last Summer,11.023042,1998-11-13,40002112.0,I Still Know What You Did Last Summer,5.1,381.0,I Know What You Did Last Summer Collection,"['Horror', 'Mystery', 'Thriller']",Columbia Pictures,Mandalay Entertainment,Summer Knowledge LLC,Julie James,Jennifer Love Hewitt,Danny Cannon,1998,0.6154171076923077
90000000.0,297,Meet Joe Black,14.026744,1998-11-12,142940100.0,Meet Joe Black,6.9,1174.0,,"['Fantasy', 'Drama', 'Mystery']",Universal Pictures,City Light Films,,Joe Black,Brad Pitt,Martin Brest,1998,1.588223333333333
90000000.0,9798,Enemy of the State,12.978751,1998-11-20,250649836.0,Enemy of the State,6.7,1266.0,,"['Action', 'Drama', 'Thriller']",Jerry Bruckheimer Films,Scott Free Productions,Touchstone Pictures,Robert Clayton Dean,Will Smith,Tony Scott,1998,2.7849981777777777
30000000.0,14444,The Rugrats Movie,5.154373,1998-11-20,100491683.0,The Rugrats Movie,5.8,149.0,Rugrats Collection,"['Animation', 'Family']",Paramount Pictures,Nickelodeon Movies,Klasky-Csupo,Ranger Margaret (voice),Whoopi Goldberg,Norton Virgien,1998,3.3497227666666665
120000000.0,9487,A Bug's Life,16.869209,1998-11-25,363258859.0,A Bug's Life,6.8,2379.0,,"['Adventure', 'Animation', 'Comedy', 'Family']",Walt Disney Pictures,Pixar Animation Studios,,Hopper (voice),Kevin Spacey,John Lasseter,1998,3.027157158333333
2900000.0,666,Central do Brasil,4.919716,1998-01-16,5596708.0,Central Station,7.6,132.0,,['Drama'],MACT Productions,Videofilms,Riofilm,Dora,Fernanda Montenegro,Walter Salles,1998,1.929899310344828
90000000.0,9447,Babe: Pig in the City,6.229629,1998-11-25,69131860.0,Babe: Pig in the City,5.3,312.0,Babe Collection,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",Kennedy Miller Productions,,,Farmer Arthur Hoggett,James Cromwell,George Miller,1998,0.7681317777777777
15000000.0,12257,Home Fries,2.312844,1998-11-25,10443316.0,Home Fries,4.8,32.0,,"['Drama', 'Comedy', 'Romance']",Warner Bros.,Baltimore Pictures,Kasdan Pictures,Sally Jackson,Drew Barrymore,Dean Parisot,1998,0.6962210666666667
3500000.0,37536,Ringmaster,0.556435,1998-11-25,9247881.0,Ringmaster,3.8,13.0,,['Comedy'],Artisan Entertainment,,,Jerry Farrelly,Jerry Springer,Neil Abramson,1998,2.6422517142857145
30000000.0,10029,Very Bad Things,10.432293,1998-09-11,9898412.0,Very Bad Things,6.2,182.0,,"['Comedy', 'Crime', 'Thriller']",Initial Entertainment Group (IEG),Interscope Communications,VBT Productions,Kyle Fisher,Jon Favreau,Peter Berg,1998,0.3299470666666667
60000000.0,11252,Psycho,6.715898,1998-12-04,37141130.0,Psycho,4.8,233.0,,"['Horror', 'Mystery', 'Thriller']",Imagine Entertainment,Universal Pictures,,Norman Bates,Vince Vaughn,Gus Van Sant,1998,0.6190188333333333
70000000.0,200,Star Trek: Insurrection,9.538877,1998-12-10,118000000.0,Star Trek: Insurrection,6.3,402.0,Star Trek: The Next Generation Collection,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",Paramount Pictures,,,Captain Jean-Luc Picard,Patrick Stewart,Jonathan Frakes,1998,1.6857142857142855
70000000.0,9837,The Prince of Egypt,11.898185,1998-12-15,218613188.0,The Prince of Egypt,6.9,847.0,,"['Adventure', 'Animation', 'Drama', 'Family', 'Music']",DreamWorks SKG,DreamWorks Animation,,Moses/God,Val Kilmer,Brenda Chapman,1998,3.123045542857142
9000000.0,11545,Rushmore,5.997054,1998-09-17,17096053.0,Rushmore,7.5,688.0,,"['Comedy', 'Drama']",Touchstone Pictures,,,Max Fischer,Jason Schwartzman,Wes Anderson,1998,1.8995614444444444
25000000.0,1934,Shakespeare in Love,13.813155,1998-12-11,289317794.0,Shakespeare in Love,6.8,831.0,,"['Romance', 'History']",Miramax Films,Universal Pictures,Bedford Falls Productions,Will Shakespeare,Joseph Fiennes,John Madden,1998,11.57271176
42000000.0,1375,Rocky V,14.007329,1990-10-18,119946358.0,Rocky V,5.3,688.0,Rocky Collection,['Drama'],United Artists,,,Rocky Balboa,Sylvester Stallone,John G. Avildsen,1990,2.855865666666667
65000000.0,9489,You've Got Mail,10.237996,1998-12-17,250821495.0,You've Got Mail,6.3,859.0,,"['Comedy', 'Romance']",Warner Bros.,,,Joe Fox,Tom Hanks,Nora Ephron,1998,3.858792230769231
